,catharus_ustulatus_Call_1,catharus_ustulatus_Call_2,catharus_ustulatus_Song_1,empidonax_difficilis_Call_1,empidonax_difficilis_Call_2,empidonax_difficilis_Song_1,loxia_curvirostra_Call_1,loxia_curvirostra_Song_1,poecile_rufescens_Call_1,poecile_rufescens_Call_2,poecile_rufescens_Call_3,poecile_rufescens_Call_4,setophaga_occidentalis_Call_1,setophaga_occidentalis_Song_1,troglodytes_pacificus_Call_1,troglodytes_pacificus_Call_2,troglodytes_pacificus_Call_3,troglodytes_pacificus_Song_1
10,4.0531863e-06,1.7840537e-07,0.002415171,0.99311054,0.042446204,1.559136e-05,3.5279896e-05,6.744288e-06,4.1098252e-07,1.5180295e-05,0.00066654285,3.4154986e-05,0.0044125593,4.0953787e-06,0.0036917776,2.3144385e-06,0.00016780068,5.751666e-10
11,1.2156289e-06,1.1716899e-08,4.8162037e-05,0.9999333,0.0030066122,2.3892958e-06,4.8052575e-06,1.5399097e-07,7.5851045e-07,1.1770941e-05,2.5654635e-05,2.6292528e-06,0.002193164,2.1066802e-07,4.5165638e-05,5.48933e-07,6.952403e-05,3.0362265e-10
12,0.041815165,0.00071739644,0.81145126,0.9928824,0.29093736,0.0046902783,0.0017344591,0.0006306541,0.012185194,0.035321757,0.030510979,0.014353758,0.039851528,0.013478074,0.013081518,0.09733325,0.025312122,0.00018611942
13,1.0295025e-07,2.1156916e-08,9.5829804e-05,0.99634564,0.010832123,2.6296957e-05,5.734982e-07,6.688198e-08,6.5102535e-07,5.2937717e-06,3.8996994e-05,1.159657e-06,0.0009959842,1.571594e-07,1.9556132e-05,1.6589213e-07,5.179624e-05,2.6325648e-11
14,0.0036903138,7.5510557e-06,0.03489836,0.9993815,0.016999178,3.3602366e-05,7.794176e-05,5.726217e-06,6.4956826e-06,1.3505831e-05,4.4463235e-05,9.880707e-06,0.0022917131,5.442491e-06,0.0002780864,5.8551595e-06,2.9598503e-05,3.0157044e-09
15,2.2023501e-07,5.9452665e-10,0.00017592934,0.9997121,0.067859545,3.9495356e-07,7.135632e-07,1.0223209e-08,2.0408484e-07,1.0973658e-05,0.00044856736,1.0180022e-05,0.0015070066,3.4595465e-07,7.574901e-05,1.76505e-06,1.4756858e-05,1.4237775e-11
16,0.00042260997,1.0230123e-05,0.9985902,0.29749018,0.78401834,3.748125e-05,0.00016649507,0.00047631288,0.00010446347,0.010650888,1.0095466e-05,1.6687969e-05,0.0036484427,2.8257919e-06,0.0010667874,0.00047696376,3.7853213e-06,4.9316486e-07
17,0.15150459,0.010024959,0.50369006,0.9813299,0.11240497,0.0031073967,0.0015615894,0.001822954,0.014158342,0.0096029565,0.6376195,0.012869671,0.09840656,0.51986593,0.032582194,0.005718709,0.013437316,0.00011647724
18,0.00015367431,1.3675152e-06,0.0044240807,0.9975837,0.083463006,0.00015140243,8.078809e-05,4.3716136e-06,1.0639826e-06,8.834638e-05,0.00010494151,1.2003797e-05,0.001848771,2.3232278e-05,0.00047049284,3.1712818e-05,0.00022368386,1.6316454e-09
19,3.3653392e-05,7.897481e-07,0.081953384,0.9985126,0.11534242,2.6907515e-05,3.1493833e-05,2.6432035e-06,3.1549423e-06,7.1658535e-05,2.096354e-06,7.265917e-06,0.0038678346,4.361029e-06,0.0013861656,2.040418e-05,1.7614817e-05,3.4156507e-09
20,0.016751543,0.00012861469,0.9738334,0.99334997,0.026491852,0.00016783668,0.0014335957,0.0010590608,9.2059454e-05,0.00019713108,9.72317e-05,0.00017172442,0.0026738897,2.1306738e-05,0.0006891773,0.00013048046,4.6971065e-05,6.2534207e-07
21,8.411134e-08,7.287273e-07,0.09575555,4.7710033e-05,0.00052509963,6.8112314e-07,4.1848957e-06,5.6497373e-07,1.953725e-06,3.171645e-05,3.1341628e-05,5.82244e-07,0.0025838914,0.00013247077,1.7989318e-05,1.2933409e-05,1.0766245e-05,1.1415889e-06
22,3.4818624e-06,1.6462574e-08,0.0022171217,0.9987178,0.021369604,6.4817854e-05,9.09933e-06,4.3719035e-07,3.0442266e-07,1.1266019e-05,1.2172136e-05,2.2781935e-06,0.0009178708,1.490266e-06,4.1401283e-05,4.256607e-06,9.660529e-05,1.9085611e-10
23,7.355881e-07,2.2055254e-08,6.6841916e-05,0.9996226,0.07772538,2.2790933e-05,2.8445888e-06,1.2510009e-07,7.297746e-07,9.382156e-05,0.00010961912,1.3610303e-05,0.0010655731,3.2865844e-07,6.554684e-05,2.2493296e-06,0.00022727318,1.8109053e-10
24,2.7428457e-06,4.6306067e-08,0.0014266906,0.9995888,0.025925031,2.1034408e-05,8.222919e-06,6.643495e-07,1.5721173e-06,0.000111069465,1.437791e-05,1.7924604e-05,0.0012636129,1.2235448e-06,4.6122863e-05,5.2518485e-06,4.6786347e-05,8.7276564e-10
25,3.898484e-06,1.1885526e-07,0.0053969063,0.99959606,0.018993221,5.7222915e-06,1.6070437e-05,7.336825e-07,1.2117779e-06,6.545415e-05,0.00043063343,1.5895168e-05,0.0019074968,3.0467872e-06,0.00015165197,2.056923e-06,0.00090797566,1.7160758e-09
26,2.7435877e-05,4.9109658e-05,0.63152164,0.00090130256,0.0038012897,3.7076315e-06,0.00040819935,1.0020782e-05,1.368514e-05,0.00021096812,7.1356103e-06,4.0332532e-05,0.00093348767,3.7230088e-06,1.9278576e-05,1.6923858e-06,0.000692677,1.1394577e-07
27,2.8427823e-05,0.00025735956,6.221243e-05,0.00085427397,0.00073966675,5.629674e-05,0.0003544024,0.00040771088,0.00035086917,0.0045824936,0.000399627,0.00057177217,0.035783608,8.121145e-05,0.00081407605,0.0021272353,0.00088628026,2.0070374e-06
