,catharus_ustulatus_Call_1,catharus_ustulatus_Call_2,catharus_ustulatus_Song_1,empidonax_difficilis_Call_1,empidonax_difficilis_Call_2,empidonax_difficilis_Song_1,loxia_curvirostra_Call_1,loxia_curvirostra_Song_1,poecile_rufescens_Call_1,poecile_rufescens_Call_2,poecile_rufescens_Call_3,poecile_rufescens_Call_4,setophaga_occidentalis_Call_1,setophaga_occidentalis_Song_1,troglodytes_pacificus_Call_1,troglodytes_pacificus_Call_2,troglodytes_pacificus_Call_3,troglodytes_pacificus_Song_1
0,3.6902922e-05,1.4180253e-07,0.0003318919,0.9997204,0.029702341,0.00040574608,4.6087338e-05,1.35167575e-05,4.9453665e-05,0.00026829937,5.655389e-05,0.00016342061,0.002276264,1.5929934e-05,4.9801656e-05,1.7325442e-06,0.00018147155,5.058221e-09
1,9.076613e-05,8.466554e-06,0.26222175,0.9904546,0.005515556,5.6572386e-05,0.00020859431,2.5939537e-06,8.138467e-07,2.312816e-05,0.00021813555,7.906527e-06,0.0014635259,8.895676e-07,0.00026658078,9.68162e-05,0.001894825,6.8418795e-09
2,1.3026296e-05,7.6748755e-08,0.0026475855,0.98966545,0.02124836,0.00015746945,9.760238e-07,6.272827e-08,1.6223312e-05,1.9110375e-05,3.353716e-05,5.411975e-06,0.0009825681,4.818124e-06,2.6708747e-05,2.908211e-06,9.41234e-06,2.7465882e-10
3,4.46554e-07,1.0531405e-08,0.015354005,0.9715944,0.0019896412,5.357572e-05,9.5231335e-06,1.5778475e-06,8.443781e-08,2.1705844e-06,1.2429788e-06,7.735336e-08,0.00017352031,8.421279e-08,4.6552127e-06,3.5537673e-07,2.1362566e-05,4.0044475e-11
4,2.6137797e-05,3.9149748e-07,0.049973086,0.99785364,0.43198124,1.8827726e-06,3.3950546e-06,4.4208025e-07,0.00051330804,0.009007885,3.6165242e-05,0.0007708238,0.08705077,7.388921e-05,0.0046589184,1.0045765e-05,1.6569968e-05,1.4271163e-07
5,0.029434683,0.00025079222,0.9349674,0.9908503,0.11873145,0.00013586962,0.00043795438,0.00011204227,0.0010756027,0.00024463437,0.007653215,0.0005539007,0.011985766,0.00038482808,0.047884375,0.00016184291,0.0004895495,1.7026398e-06
6,0.0025840655,6.1383594e-06,0.071487255,0.9925603,0.54423934,0.00022786204,0.00012005071,9.560033e-06,3.670739e-05,0.0006358172,0.00014408678,8.306814e-05,0.0058091492,1.0160333e-05,0.0015396865,0.00039315093,2.6701055e-05,5.467582e-09
7,0.00037288788,8.2984695e-07,0.0028855517,0.99986863,0.04023092,1.1203578e-05,0.00021514381,9.811944e-06,7.761414e-06,8.228974e-05,1.862608e-05,1.579985e-05,0.0049869926,9.019972e-06,0.0004371027,7.343186e-05,3.7414113e-05,2.112642e-09
8,0.0005494456,9.781176e-07,0.001913488,0.9980574,0.15151261,0.0004029636,0.0001245247,9.995918e-06,2.35242e-05,0.00031831925,1.1414951e-05,3.344039e-05,0.002704481,3.2452615e-05,0.00011606911,0.00011009534,0.0001338063,6.3666743e-09
9,6.467523e-05,4.696896e-05,0.75526285,0.0055499435,0.019274011,0.00023762621,0.00012558851,3.3611275e-05,0.0007993303,0.00033882758,0.00039011674,0.000105058156,0.0026949279,0.52083224,0.00018809778,0.00016810672,0.0002686652,1.1964403e-05
